label,type,dataset,hash,number_nodes,number_edges,number_weakly_connected_components,file_size
0,CFG,DikeDataset,ec1b8cf87bc532f33daf88355d242769607cf57e60e11ea8e28d6377b1ffe191,844,1241,15,1476341
0,CFG,DikeDataset,f93034f9581a2392ac32bcdc7cffdba816cf4686f431d0a8bca55d0680693635,846,1287,12,1446032
0,CFG,DikeDataset,c43cc2ffc9543054c2b6515a8378db1e085c2db4e9a932deb06e2af1febaf4d8,852,1265,14,1469647
0,CFG,DikeDataset,ab9c143dc118ee29f52cf9ae5f2277751ca29b5e7d9da96b33584ef56b450ce7,852,1323,82,1577002
0,CFG,DikeDataset,cae59bdfecb5b2bdfcab22af171281872dbe296b42359b3b8dd58275d619cb12,863,1326,12,1453960
0,CFG,DikeDataset,9d50a4f9ce524d40bbd02d6e5d8a24bca6b1005065add4bafc69ba198695506d,871,1307,10,1455298
0,CFG,DikeDataset,405865f8af5ff082926927140e1915d1f77f63d3dcd703b3f0fe72102fd80abd,872,1527,13,1383805
0,CFG,DikeDataset,10cfee2da8c02724184a60a0bf386df8ac988ca498dd39a64cdca65a58dd320a,875,1345,10,1441721
0,CFG,DikeDataset,45de04fff6b76075a2bf0c2354e4d8951b390cbe72d0e5c53b162228d6489b9a,878,1348,14,1457136
0,CFG,DikeDataset,52e5ccee227c8383423207f90090c8583d2cf019e761982320cc80daf84d9d06,891,1552,15,1508805
0,CFG,DikeDataset,ce365d04be99efe6734d9364b2ee4507a207809c54d25541787bc2667b508b94,891,1743,12,1492675
0,CFG,DikeDataset,30fa3790d2049953b8063d77689133c712e58df4cc4f9cbbbddaa96bf79941ee,900,1400,10,1445173
0,CFG,DikeDataset,d752be52e51756f597a1e346255bf400a31063c70c9c7c724c06b2d620d5212a,904,1333,16,1519688
0,CFG,DikeDataset,7637ebd20f2b197995d6876d3cd4b01479614f5c0859bf8466b1ec956c6b1993,906,1338,13,1522264
0,CFG,DikeDataset,3ce6f5e9aee5a3f921d1a21144ae5b7b557dbfc7999f282adcc2fc522fc787bb,907,1431,12,1454794
0,CFG,DikeDataset,dfdcbc5a9cc9e9d6b0e4bc4def90758ffb9011b6c926f02b44d66d2b88dda8a1,910,1338,13,1537797
0,CFG,DikeDataset,667fba10a1775750b3b63be899f4b097841c71ce531f52366bd47b6b4c474a0f,917,1356,15,1536375
0,CFG,DikeDataset,59c8343fa81d51d03b88ddc9a881a23ccfe2d7a4ddc29d0f5c68b289fc3b8dfc,918,1354,14,1532800
0,CFG,DikeDataset,88e0b47230be821a1794097aa74dd569c2ae2b3c71ce3e1165deb6e8de0447b0,924,1422,11,1479472
0,CFG,DikeDataset,3ccc132059602cbf7dc3acf61a7f83d443a8379a784cc660575858bdb455e6cc,936,1441,10,1477622
0,CFG,DikeDataset,0727bb0cfd046e9c9b57c0e23b6fe1664a369cfdd2aaf7efa78a22e5dfb3f4f2,936,1394,15,1556084
0,CFG,DikeDataset,8ae7d639819eec269bfa71ebb97af5aca69ea050b546d3330ed1f17965c2d3eb,938,1398,14,1546024
0,CFG,DikeDataset,a71a16c4b2d56acc3f8e2a2c576a0b9f1fc848e02110ba70e82c3708898a3328,941,1449,10,1471476
0,CFG,DikeDataset,dcb5d275f67264d2a6ba2429d46561fe284d3abf1e12c5f600424e0189cfd5d3,941,1410,13,1557390
0,CFG,DikeDataset,9918b2f820a89c49c64edb1fd322ec96d1d60d3e9b31b1cdcc7340250ea05cdb,943,1438,13,1542915
0,CFG,DikeDataset,10ddc91db7463138fee1d01c97d4b540168557dad58e2dfee8cb1393497bde3a,951,1478,14,1519796
0,CFG,DikeDataset,7485ff522f4662ae5c91a5248e82370d9f24bb6e548fe279ce9e9e824c6c4d41,968,1458,14,1561446
0,CFG,DikeDataset,17e88c51e6086df7eb89a14584d0e21120442f30764e61080549bd281286f42b,973,1478,14,1557863
0,CFG,DikeDataset,47b3c091ff42a93e913d777f5db830f9ccc2d150ce610d4d7e74c8c0f7510167,974,1749,15,1616508
0,CFG,DikeDataset,c5b5a6b85efec5d87ae6981fb560775d97a4e0ded0cbeb4dffb41312975caa72,989,1718,24,1542358
0,CFG,DikeDataset,0dfd9b9733913d7e1fc1ca19798b9ed57c2d4138ae5fa1ad9c6e12f1dee7062c,990,1605,14,1557719
0,CFG,DikeDataset,b01ebabccdd9ba01a12d94191864a364100ea7978ddea792b99f614b7c267ceb,992,1544,11,1535568
0,CFG,DikeDataset,cb548e26ed3c9a1550374e66b497d68f80a2e8129f098d77cabc4c25698c4347,995,1480,15,1614755
0,CFG,DikeDataset,79d27b57b5e2128fb96b229198fff3be95816d4495d26d512ec27cfd7406d0b5,999,1494,14,1595157
0,CFG,DikeDataset,b155a83cd2a33da9c9b89b8f979c42a3d39edf54e0d2937d3cffc22bd8b4274d,1007,1571,13,1589950
0,CFG,DikeDataset,59d1674d83fe80a3c9a467f56ae5b1d106678a307c894dc57f8e98d7ed69358f,1009,1488,17,1623062
0,CFG,DikeDataset,a8614ba7b98ad576032d8610ff9b74bb402e1498c41f9f330e7a0df326852de3,1014,1807,26,1588715
0,CFG,DikeDataset,9c9ab16f3a94bde179d66cb45b1f50af58ec4b849ce103dafea33f5aef4d888c,1018,1605,10,1563927
0,CFG,DikeDataset,70985dabcf2497a00eb7fe4c21452bbcf7aa56db01895d130a8dac728b712668,1018,1962,11,1645042
0,CFG,DikeDataset,b493bf6d7085eb97d17dd6516345e65277d3a60b848f11aef283dbba759435e1,1034,1621,10,1544764
0,CFG,DikeDataset,6df774a7ed523b867cb9bcc2f56d95db134f8f668c5c7dfc6843665ce2e966b9,1055,1672,10,1549240
0,CFG,DikeDataset,42f9e10113f04d60ab45760862f8c371e9d1a3f5f6f3d9457ed5d1f299bc0a38,1058,1571,18,1687467
0,CFG,DikeDataset,b2ded3ce4b19a18844d4aa90b60dfc1a8d3e9cd7649e7478c524d5c9d035fccc,1059,1582,18,1691708
0,CFG,DikeDataset,4ea6fb35bfa0deace0e149557d73a99ee858029e33bbbcaf5cdf5aefb21ffb80,1068,1636,13,1642827
0,CFG,DikeDataset,0fbcedf08d9e262137afba702687b2de15822149e4a282b9249907134e5ef151,1069,1603,13,1675783
0,CFG,DikeDataset,ceed0a0e156641c5df0e6fbd10bbeb878223873e8e3940098bd21256e381a3c0,1070,1723,10,1575366
0,CFG,DikeDataset,17e977e2f4d8f9a3de8e01eaa1c82ccca63789cacc135859f665046a4a990dc8,1071,1663,13,1650521
0,CFG,DikeDataset,62e8db45cb438205641ee57e8b486f0884ad6d4f3e8e5906f38aa157d301f718,1079,1703,10,1571204
0,CFG,DikeDataset,c2ad19887db0f553d143e357611e48d6313ca52d745eb0ed8a43391d7b2ed5eb,1079,1631,13,1653955
0,CFG,DikeDataset,0be00b72a65e558aa92a4f197663f3496b2a3ceaa5f77bafe309727141ad77af,1080,1628,17,1679723
0,CFG,DikeDataset,d889aa776b67de0daebe36c6c824812b58053bf28d6fd9eb8c752b004115c847,1082,1699,10,1585309
0,CFG,DikeDataset,b9c7509ebbeae6d496fbb90d16dca2bcdac8db1288fd7c0ffa4b8ebe2f3eac5f,1083,1605,17,1714049
0,CFG,DikeDataset,a2c736e2a3b63fe0ddb28654994df83085bb735bfbd70da0aaa5458ed4b854e2,1089,1721,10,1587162
0,CFG,DikeDataset,4a43f1eef4605f99278e609a8d372bc2386fb8f63ba6999e3ff5c3b80142a6f9,1102,1643,17,1727701
0,CFG,DikeDataset,8f03c75dbf16f2b3c9ec82f979072ac746499c950c86e56d655ccc1a943282f3,1103,1660,14,1794404
0,CFG,DikeDataset,26f2e577524304ed552d8665b44963eae8453a962de1a9cc093a16e84ed2a527,1104,1659,17,1723963
0,CFG,DikeDataset,4ec1e44407cc7874b875e2850962e0583a97486b29578cdd4bcc21d7e1d76004,1109,1762,10,1594402
0,CFG,DikeDataset,755394b623e31d32f900de2f37ba04a0aa9a3c3c57dc34b8f5f4792f18c34196,1110,1659,18,1712696
0,CFG,DikeDataset,24a6678b15c92e069a575dc2c584e2665cb98867b9e6823dff288a47644d1fb5,1111,1848,10,1642684
0,CFG,DikeDataset,4df54b01e012216c2c376c7f4a2bee56c0dfead5bd9324e69d774274151c9a1c,1115,1679,17,1745682
0,CFG,DikeDataset,ae301ae526ffaa5f1db25268221ace5d9444df50b30171f367f67f64e3fd4fa2,1124,1709,13,1706999
0,CFG,DikeDataset,410d442aa93e4a593e651da540c0debd3f60d150671529a461c1c73a7f82473c,1126,1776,10,1610973
0,CFG,DikeDataset,0d23b6f46e848a65911518e6658488070a7462cd605cfc3737a6bb1ef71cceac,1142,1713,16,1758434
0,CFG,DikeDataset,a6fb3efc0d74e81da25d7bf35fb6112c77419ecbae443b598371bfd5e1c427ed,1144,1730,16,1752761
0,CFG,DikeDataset,513c8fdd0e211a18c25836f041ba0fcfb1dddf472ff91b72b6a15eb049cef184,1146,1703,15,1762976
0,CFG,DikeDataset,9292535bb8c3fe6006e25781381caff773cfcf64a0ed1ebf58674d3dd8aceaf1,1148,1730,17,1764925
0,CFG,DikeDataset,6aa04e0e76bfc243beee6d843fddc6689dfdada630dd08ccfc1863db3d8e3540,1155,1739,17,1763167
0,CFG,DikeDataset,65c24eabb20e0686667eb20ceb2bffd985aa966352630ba549ddd15a1df20ab7,1155,1741,18,1753090
0,CFG,DikeDataset,2843b864289b254a57ede8ccebc41f77ca02f058c401ce6863a2a40a681247ac,1163,1732,16,1775942
0,CFG,DikeDataset,23e307174ac5c0ecf419b1a727ad499e1d939a8d2142d1245b7a61e70242ec6e,1164,1758,15,1754880
0,CFG,DikeDataset,caef603d0522e04fa2cf752388d7174cd9c15fa8377d71cdc624b0db0f850f5e,1166,1747,17,1766345
0,CFG,DikeDataset,d0b55519c39ad283edef2c139fd8b6fb6a61f125883ae83b58d405c859696059,1168,1747,20,1771303
0,CFG,DikeDataset,b596ad2fa8cf15a52b4a18838803e30888c578f04c06a9b115c43f2b515963db,1172,1762,15,1768195
0,CFG,DikeDataset,8c953a78a471f5ed443a422f015d19ae58ad382a4383825b3c375e861cf25c33,1179,1814,14,1742620
0,CFG,DikeDataset,958d50d5468cfa8909c5bef2476f88eb82bd112a6139c631601ff50cd77665b6,1188,1803,18,1798523
0,CFG,DikeDataset,f404c34eb3227c557f4ee70ff44ebd8dad30268ea79c59e4b6af0354452f0c9d,1189,1846,17,1792950
0,CFG,DikeDataset,5e405415dc1a7d3c56e7e8d8b9b744ac3c2a275ee5f4b09bc09d63d6f7546e28,1191,1823,18,1786031
0,CFG,DikeDataset,dad6229600eb17c91ad9ddae5481379a6d06b08147d840e20648f8e36d56844e,1196,1812,13,1792872
0,CFG,DikeDataset,8b658db99f95a84d2dade78aeccec5be93b25392ffc80f78b457c3523827e7d2,1199,1984,14,1716424
0,CFG,DikeDataset,b5d8a878947d4572f77e237450a07671856b8097f859a67b7157d79dbc3073fe,1201,2063,31,1740779
0,CFG,DikeDataset,a9447372cc62144ca19196f8f18ffcb35f3907c10b8e4b2f442a026aeab5d05b,1206,1925,13,1770605
0,CFG,DikeDataset,3e71f762320a9af8159d51e374a64ebd4916a92e3de3be8dc1e22d86410982c5,1212,1942,10,1685723
0,CFG,DikeDataset,3e95000db27b940bd46d62b8117ea9f3bd4ea9ee203fc54d1244deb429e6785f,1227,1888,17,1811548
0,CFG,DikeDataset,a14760cc7f131ae6880e38b9893057a182758130d91be3cfbd174d69c4b3cf66,1232,1872,17,1824273
0,CFG,DikeDataset,3a44fa455ada6aede5098355efc22825ac336a3faa18d7695054fcf3a7bbffc0,1232,2152,109,1594648
0,CFG,DikeDataset,ca176b32589ae38d689f8730856cf10f4bd63cda04bdc17a700d02d32c2aa3e9,1234,2295,8,1735799
0,CFG,DikeDataset,75b7971116bc93808372209737c5f272cde2b5409722dd7a13c5b780f98743ef,1236,1881,17,1829863
0,CFG,DikeDataset,20a80b9d290223a304c752287ea4ac7371f928c4455fcb29bf5224f1096f8530,1236,1940,11,1728265
0,CFG,DikeDataset,959cf7ad86d1d9a697ff2161ea26f4825ab4d369b4651d3a3ad0e81e8416a2eb,1242,1904,17,1831280
0,CFG,DikeDataset,b563fe6dacdbfd6628da1cffb42d72344ae631ef132345e6756036d2c1adf215,1247,1927,18,1835503
0,CFG,DikeDataset,9e9b20ed84f2bdd7c40fab4d7ff13b2e2c5f1aabf54008a8f0a383aaaeab8d84,1248,2009,15,1867578
0,CFG,DikeDataset,b8f322652153ca2ef212394bc7e13f10025515a956b902d0e06529aa8cfc9320,1249,1922,15,1812508
0,CFG,DikeDataset,cb1454687b08797f9cd506fde40157d5688c4494772f0836054bf75f5a2bb468,1249,2460,13,1858729
0,CFG,DikeDataset,f0ab80e4512ddf123238b164ee2b638efacecd21bb5955a49f7b06ac6f0ea536,1249,1942,17,1842290
0,CFG,DikeDataset,d32a5abea7c5d5f3e1aa9632d3b49cfa2a81169badcbfb12470c6f2aedb91f09,1252,1979,17,1830013
0,CFG,DikeDataset,003851675800dc05cdac1baa84cab8f68534b244906d97ced0c40f50da27df0a,1253,1925,14,1860694
0,CFG,DikeDataset,8ac39a906e4abe5d8c59f177c5ab92118f32fe0935c625a15a99df05998c381a,1256,1938,16,1849363
0,CFG,DikeDataset,d33281f6c857aba988c049950c07dbbfb034fdc58649dc00869ef1fddbdcb074,1257,2099,53,1926879
0,CFG,DikeDataset,0524d1cc0e49105631e29f5e13f5dd2d1eb580899297b29cf67aa9644da62e20,1260,2021,9,1730843
0,CFG,DikeDataset,9d535589dd8c68044fb45c10d2d1b63df28baad16d1d0ad4b187c91a23ee9c87,1278,2050,14,1881691
0,CFG,DikeDataset,1fe78298f8fa9d9da3fab32c57975101ea3ff5dcebeedc2cde5bea6c8df9a7ef,1282,2061,16,1857681
0,CFG,DikeDataset,ab3beb52eefa353ced0055f7027b39262372197864b6d1b5bcc1dc3d14a3a1ce,1290,2050,13,1830124
0,CFG,DikeDataset,d08eceecafdce076fc7f9e1bef061a7a67eb09ca6f97c2f77e2f3da8a0cc998b,1296,2085,16,1879218
0,CFG,DikeDataset,82712982d5c88201bbccd4f788b59ae9e8164aa39d5415df9c609577b5e15a5b,1297,2008,17,1930455
0,CFG,DikeDataset,4efd6c2d5692fd45ca167fce0b8a07f87e89862a6b4e2f04ae49d4113539440f,1309,2008,18,1898871
0,CFG,DikeDataset,e47adb18253dbdf07276faef715d56fc3840b20ea2c2e6ec5690811afb7daed1,1316,2255,32,1875642
0,CFG,DikeDataset,07028b82ed457f66a17b116a6c66593ea5c74b8db4e6d1c1ea7a366a2570b87e,1317,2047,17,1871931
0,CFG,DikeDataset,e24e9b04c7f2f50da89c36779bc0f9a17e55755845c0c4fc33d25d2cbb912a0d,1324,2241,34,1779821
0,CFG,DikeDataset,1c2fba06cc7e47dceb2a2670f6fcfbec90a24d053b9bb3715698202afdb03b97,1325,2074,17,1874106
0,CFG,DikeDataset,3006221cb8c23a1d3c9f059445a3c9df96fda1df7bae1b808b76dd453fc8db35,1328,2142,16,1903119
0,CFG,DikeDataset,3777466cacecedcab6f2e7adc82cfc5f18c0c7f41bea1c68192c4027d53c0d0e,1328,2186,14,1896487
0,CFG,DikeDataset,f0c719723b7689e702a6bb7cf5a56b96f5cef85d45df5ec612ab68524d1e0a47,1330,2051,14,1914425
0,CFG,DikeDataset,3f3fe9ecad7f30fc80cdfb678d7ca27a30d0575a73818746e98be9170d3be348,1332,2538,12,1819141
0,CFG,DikeDataset,dca3a8f6bbe4e3be641adfd870352545e103298444f0cb68c932861327047b63,1333,2078,15,1922218
0,CFG,DikeDataset,4095c33ca52203420d14bf3402cdbae1f237a221c270fae8b302a0e06664ad6c,1335,2206,10,1771043
0,CFG,DikeDataset,51bd880654939f595158f3da086ce3b4e10bca532fda5b3c03033ac55e672ae7,1337,2062,17,1895774
0,CFG,DikeDataset,2adbc2a2227756286fb140ca5877a00cee7fedc0d4ae3af098d9b2530c3648f8,1338,2045,16,1986763
0,CFG,DikeDataset,af647fcba328c6a41c6512dc34248b7c0413d5db337be2cba1fc3761855ddce6,1339,1991,16,1954792
0,CFG,DikeDataset,bcef2a6fa63665d1ebe119a8f12ad31062a09e22a37c75cc9de5479d1cc6763d,1347,2113,18,1920886
0,CFG,DikeDataset,aef07a66bf0542b0c4641a595b9c72adb6623c9f7f4a35ee5238068e090c178e,1348,2099,17,1928268
0,CFG,DikeDataset,9776d6321771a3d00c6e5f1eefaef41103936569963a61b6b321d1ee1ae06263,1354,2137,13,1949618
0,CFG,DikeDataset,3686c09b2a7755811095196bd155757b5316883d27266ca2d808ba38b410163a,1358,2093,18,1922071
0,CFG,DikeDataset,6dbf6b578f0642bb6de9f9f9e2e92939c0580bfd0cd275475dbb57fcb1107b61,1358,2219,16,1909373
0,CFG,DikeDataset,68d7f06712dc622880acf9c37f9d08e3c72d48c0016ca1f69f1f386df5f234cf,1360,2466,20,1856185
0,CFG,DikeDataset,5d2e1c132051f3b80a0e39b5d4efe255c1e339614d2861b1e017ff1574610dac,1373,2158,18,1905430
0,CFG,DikeDataset,3b812075fee45f45ae2d9801c25eb4cadef412b703a1df9c29060bad61fbb039,1385,2437,18,1905817
0,CFG,DikeDataset,0e73886d15f788471581cbf3864703206fd96eb79e4683ffa332463507fdcda4,1386,2252,13,1879668
0,CFG,DikeDataset,e0718764552ce0092f528cc521052229ccda4bf21279f90dcdfc226f45eed43a,1386,2072,18,2040261
0,CFG,DikeDataset,6e301f788993268ad839c6e8b251d6b0ee14bddbc9a655bb7e4474524a6d8994,1393,2434,25,1919424
0,CFG,DikeDataset,e42647afd2747ba0c5a5c2440b5a68a9f0139850782690e1f7f2abd01ff573f3,1399,2318,13,1843614
0,CFG,DikeDataset,585801ac3336bd64167c6694321862633666c02f2f040fb45b5828878572cf5e,1408,2220,14,1981289
0,CFG,DikeDataset,346fb6819d138bee09beb553c8ea03c46418f963acae909997e365c07e0d6519,1408,2194,16,9543557
0,CFG,DikeDataset,66031dcf8d27466f6407c1ad670e95947914b02778831f637172244b83eaa296,1409,2325,11,1880454
0,CFG,DikeDataset,aaeb837ddabe9ecda3d1d936512a88944264a29217beec9dce096af1e6dc2afb,1416,2237,17,1973506
0,CFG,DikeDataset,120278154abac09fdcbb30fa6444dc13224373bf8d42d2c3fa40ecdf5c308757,1416,2228,20,1981739
0,CFG,DikeDataset,bd0f479d25efdff29a2fb8724675d98ee2d557a1b5d8b555b2b39108f1a46ce0,1421,1954,233,1981935
0,CFG,DikeDataset,6443dd554836f5112eda96b3cb18358aed61b5d8aa56be17456acc42d4458bc6,1429,2224,108,1869861
0,CFG,DikeDataset,c0975115208399a8e9fbec2d9dee70af458b44471c8d8ac1b09c21631f9dbc4a,1431,2642,12,1918112
0,CFG,DikeDataset,b01bfe8ab2002184ecbdbd338b112ad400fa83c4519dc499902bb9d0ad389013,1433,2239,14,1975684
0,CFG,DikeDataset,808004d8cffa5ce5c2f28f029f8dac627b87b73b8de99e7cdd734094fa2bc584,1433,2750,13,1868494
0,CFG,DikeDataset,840c32590029366c04f95295e354b811646a3ff15e4561eb7f325c7abde65d87,1434,2328,16,1967592
0,CFG,DikeDataset,14e64436677fdd74a0e1923f7b2a10d191620e16f1fa6069805ab034b8ff09df,1449,2281,17,2018429
0,CFG,DikeDataset,e99c64aa27d56613a387cb94d1d4ee6777e2d1d1da59c6991037fe0b2615cd02,1452,2303,17,1977359
0,CFG,DikeDataset,d8449378c539dcd3ee3abb5d2ae1220f84e324b0b3c37fd430b3d649e225c14f,1456,3051,9,1858705
0,CFG,DikeDataset,58ca3057238728279442ee5298e640cc97026073403acea93a206c37e5e02e7b,1460,2351,15,2014788
0,CFG,DikeDataset,9e8cece950c181dd27eb143dc8d06361508b0087685108f4fb6f0959824c51df,1468,2657,19,1903018
0,CFG,DikeDataset,f073c031c787956ad68f2b5c8f512212071e3fff4610910cff8d2a2b81d3b50d,1475,2921,9,1919910
0,CFG,DikeDataset,5a0f4fa2c578675590ac317e392f78abfc19577a7f8c964e708a1ad436e58a37,1476,2371,20,1985132
0,CFG,DikeDataset,40f0b1743dd050949c942debbbaf87b3a070ab87d792550bf9320032ba214fbe,1479,2291,24,2009354
0,CFG,DikeDataset,5e83b73dc8eb0cf1ec380e703432609137fb07779a662a32c8f9c85087780a4a,1483,2408,16,2057932
0,CFG,DikeDataset,19d4bf06db1d8e6eddf17deb439534bdd04f32a4d0bbd66758bfbb851687a992,1487,2290,18,1997658
0,CFG,DikeDataset,e000a2915cdc991900e600a9848c836c6b62241cd7198eeb635344530869d912,1493,2394,15,1974853
0,CFG,DikeDataset,9d9742a07c77cdccd8c2b6ee17f2855a1479081e1f356073c6df9f749209b77f,1495,2485,16,2000741
0,CFG,DikeDataset,647b982e39269e0aece005227fe7641fa2e21f54a290aee1b8b5519f05d97bc0,1497,2509,10,1852152
0,CFG,DikeDataset,b6e97dbf4ec13dec0324ab2d66b8c771d4da6539087d84bf009b9a80b0f78799,1498,2563,19,2036732
0,CFG,DikeDataset,d591c1fa5490022d011d0babc427cfc0576c56c153d48b3c8d55e25296a16660,1498,2841,25,2011776
0,CFG,DikeDataset,8ca3475c4ea7f68cf9404ae41b3bcff001cc48e0ef4b0cb73ca9e1b7972e5a83,1502,2759,21,1907878
0,CFG,DikeDataset,72bc39297e239de515b1384d1df053109eb71567ddc3b94cf7b27ad3a5ad31fe,1506,2440,15,1998975
0,CFG,DikeDataset,2f031a1752f7067fb9f483ae0ac5f3036c9b66cc4af40e6ae609c0aba7c886d0,1509,2954,18,1900812
0,CFG,DikeDataset,e1913ca829634bac9b78031eb20c79fb7b1d5c9ebacd27d89f575576178bce8b,1512,2832,11,1894244
0,CFG,DikeDataset,60b19233a71bb337521d787cbb5af4253c76de3c9f8dda52dc435feed3a27c62,1514,2912,11,1954170
0,CFG,DikeDataset,11a1f22cc5614d2f8c58e698da5616f94805b5f9a4cd24d5433ea3d9aa3cfe02,1516,3113,10,1989549
0,CFG,DikeDataset,c314ee49ce2e32b5e7578ccf7199601c693ee3eb4ed7639f2b738e9c224dc542,1521,3135,10,1919714
0,CFG,DikeDataset,cdbec8a3cd83e81e894012f020f742edce0f846f2f3fc28739c6835a701ef851,1523,3099,10,1839884
0,CFG,DikeDataset,1a6b0ccc16974c3edd98687ece68beb45b75b8684719e764fd16b3c296acef39,1529,2465,15,2103790
0,CFG,DikeDataset,d6d811768d315ac1fafcb356b040f522375192510a93ef94a5cfb22001a6de61,1530,2418,15,2045365
0,CFG,DikeDataset,fb79aa9861b147460e71653b2c01129cc0911efc6c1f97c6377d96f47d651da2,1535,2681,15,1851522
0,CFG,DikeDataset,22ddabf71254d873f6aef02b12e5c4923bbafe67a9c7e2f394fcf863813230be,1537,2968,14,1871113
0,CFG,DikeDataset,8000b908e67e565d8dfe7a968e0faebc0fac232e9c964173d8ff770f89da95d1,1542,2927,16,2030123
0,CFG,DikeDataset,255ef9288394de9307866208c65b3a2e1c7b0d30d9fb27c7572439a1bdab677b,1545,2709,13,2009396
0,CFG,DikeDataset,c60ebcad6dcbc20fd27872ee4ae92b83950420867ab7a4769bac9d1a4f25e067,1547,2541,17,2062002
0,CFG,DikeDataset,303b238312b9a5de8399a0f4037b53f02627646a3cbb99b37f383e903f3cd7f9,1550,2483,17,2002201
0,CFG,DikeDataset,9e4570851f44cadcd300201d37c67c82bf8d62c435cfbfc073c01c8aa06f8b44,1557,2825,16,1883018
0,CFG,DikeDataset,bd275f25b96e610bc657eae9b8b166defd7e1ec2d6d86f72127eab7a56319045,1561,2438,16,2097524
0,CFG,DikeDataset,aa6e5489177798f6547b0d149182ce1ca80de12227bc7efe1a8e5ebcb8217c32,1568,2658,15,2101138
0,CFG,DikeDataset,a6376200168b30c542e04f44d9c68c2bf21deee11d23d1b3bd3577de19d72dbf,1570,2567,15,2127741
0,CFG,DikeDataset,6c29fa22f01232ee015ac027338ce7b69745844fae51d7cde0916acd371f3bfc,1572,2588,17,2112586
0,CFG,DikeDataset,ed951cfa6045da2ade1900e01b00ece04428f9b621dd50780f4b76ca5fb235d0,1573,2890,19,1919291
0,CFG,DikeDataset,22db23e22f47c6ecae717888a7a32f80883daad29989e599401ab022f95a3ed4,1574,2528,20,2051271
0,CFG,DikeDataset,ecf9e6567852f1a45dd6068ed197aa22cfac0121fdc0c3a2e9367dd6cc85fcae,1579,2860,32,1982470
0,CFG,DikeDataset,7a8cc5e06b39affec26b3f1bcaae3fae4a3c35aac0d2b5d0ae0509e9d1f06090,1583,2977,10,1877374
0,CFG,DikeDataset,304f34f5a9d1c1c7a3fd894dd93d8b6616a615600d475923443bca4e7587c9b8,1586,2616,14,1981199
